id_client,familia,bloc_analitic,tipus_alerta,segment_client,dies_sense_compra,cicle_habitual_dies,dies_retard,share_of_wallet_12m,potencial_anual_eur,impacte_recuperable_eur,urgencia,motiu_explicat,data_alerta,z_score_silenci,nivell_alerta,prioritat_score,canal_recomanat,rank_prioritat
1000077036,Anestesia,Commodities,finestra_captura,promiscu,169,231.0,0.0,0.258,2223.12,1648.88,alta,Client promiscu de Anestesia. Cicle habitual: 231 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1649€ de quota de mercat.,2025-12-30,,,0.23109067787600457,televenda,600
1000080516,Anestesia,Commodities,finestra_captura,promiscu,194,564.0,0.0,0.258,2223.12,1648.88,alta,Client promiscu de Anestesia. Cicle habitual: 564 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1649€ de quota de mercat.,2025-12-30,,,0.23109067787600457,televenda,601
42282,Anestesia,Commodities,finestra_captura,promiscu,29,678.0,0.0,0.258,2223.12,1648.88,alta,Client promiscu de Anestesia. Cicle habitual: 678 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1649€ de quota de mercat.,2025-12-30,,,0.23109067787600457,televenda,602
1000100585,Anestesia,Commodities,finestra_captura,promiscu,217,248.0,0.0,0.258,2223.12,1648.88,alta,Client promiscu de Anestesia. Cicle habitual: 248 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1649€ de quota de mercat.,2025-12-30,,,0.23109067787600457,televenda,603
1000077470,Anestesia,Commodities,finestra_captura,promiscu,200,250.0,0.0,0.259,2223.12,1646.52,alta,Client promiscu de Anestesia. Cicle habitual: 250 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1647€ de quota de mercat.,2025-12-30,,,0.2310460275070238,televenda,604
3933,Anestesia,Commodities,finestra_captura,promiscu,337,584.0,0.0,0.26,2223.12,1645.3,alta,Client promiscu de Anestesia. Cicle habitual: 584 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1645€ de quota de mercat.,2025-12-30,,,0.23102292045208483,televenda,605
28318,Anestesia,Commodities,finestra_captura,promiscu,105,800.0,0.0,0.261,2223.12,1643.26,alta,Client promiscu de Anestesia. Cicle habitual: 800 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1643€ de quota de mercat.,2025-12-30,,,0.2309842441434188,televenda,606
12727,Anestesia,Commodities,finestra_captura,promiscu,349,359.0,0.0,0.262,2223.12,1641.05,alta,Client promiscu de Anestesia. Cicle habitual: 359 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1641€ de quota de mercat.,2025-12-30,,,0.2309422906220272,televenda,607
10923,Anestesia,Commodities,finestra_captura,promiscu,250,278.0,0.0,0.262,2223.12,1640.97,alta,Client promiscu de Anestesia. Cicle habitual: 278 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 26%. Oportunitat de capturar 1641€ de quota de mercat.,2025-12-30,,,0.23094077088374892,televenda,608
1000077977,Anestesia,Commodities,finestra_captura,promiscu,48,329.0,0.0,0.52,3410.04,1638.33,alta,Client promiscu de Anestesia. Cicle habitual: 329 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 52%. Oportunitat de capturar 1638€ de quota de mercat.,2025-12-30,,,0.2308905779372877,televenda,609
1000100512,Anestesia,Commodities,finestra_captura,promiscu,55,348.0,0.0,0.52,3410.04,1638.33,alta,Client promiscu de Anestesia. Cicle habitual: 348 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 52%. Oportunitat de capturar 1638€ de quota de mercat.,2025-12-30,,,0.2308905779372877,televenda,610
29437,Anestesia,Commodities,finestra_captura,promiscu,267,280.0,0.0,0.52,3410.04,1638.33,alta,Client promiscu de Anestesia. Cicle habitual: 280 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 52%. Oportunitat de capturar 1638€ de quota de mercat.,2025-12-30,,,0.2308905779372877,televenda,611
1000078469,Anestesia,Commodities,finestra_captura,promiscu,97,834.0,0.0,0.52,3410.04,1638.33,alta,Client promiscu de Anestesia. Cicle habitual: 834 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 52%. Oportunitat de capturar 1638€ de quota de mercat.,2025-12-30,,,0.2308905779372877,televenda,612
24533,Anestesia,Commodities,finestra_captura,promiscu,186,401.0,0.0,0.52,3410.04,1638.33,alta,Client promiscu de Anestesia. Cicle habitual: 401 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 52%. Oportunitat de capturar 1638€ de quota de mercat.,2025-12-30,,,0.2308905779372877,televenda,613
21872,Anestesia,Commodities,finestra_captura,promiscu,204,215.0,0.0,0.52,3410.04,1638.33,alta,Client promiscu de Anestesia. Cicle habitual: 215 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 52%. Oportunitat de capturar 1638€ de quota de mercat.,2025-12-30,,,0.2308905779372877,televenda,614
39181,Anestesia,Commodities,finestra_captura,promiscu,29,148.0,0.0,0.52,3410.04,1638.32,alta,Client promiscu de Anestesia. Cicle habitual: 148 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 52%. Oportunitat de capturar 1638€ de quota de mercat.,2025-12-30,,,0.23089038765886138,televenda,615
42853,Anestesia,Commodities,finestra_captura,promiscu,207,402.0,0.0,0.091,1802.36,1637.45,alta,Client promiscu de Anestesia. Cicle habitual: 402 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 9%. Oportunitat de capturar 1637€ de quota de mercat.,2025-12-30,,,0.23087382899098433,televenda,616
1000060389,Anestesia,Commodities,finestra_captura,promiscu,125,160.0,0.0,0.265,2223.12,1633.2,alta,Client promiscu de Anestesia. Cicle habitual: 160 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23079281235214733,televenda,617
23764,Anestesia,Commodities,finestra_captura,promiscu,151,491.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 491 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,618
188,Anestesia,Commodities,finestra_captura,promiscu,228,261.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 261 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,619
30,Anestesia,Commodities,finestra_captura,promiscu,298,375.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 375 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,620
1000037515,Anestesia,Commodities,finestra_captura,promiscu,181,193.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 193 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,621
1000075241,Anestesia,Commodities,finestra_captura,promiscu,74,484.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 484 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,622
1000080916,Anestesia,Commodities,finestra_captura,promiscu,169,386.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 386 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,623
1000080911,Anestesia,Commodities,finestra_captura,promiscu,294,630.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 630 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,624
1000100061,Anestesia,Commodities,finestra_captura,promiscu,265,442.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 442 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,625
28462,Anestesia,Commodities,finestra_captura,promiscu,223,376.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 376 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,626
21555,Anestesia,Commodities,finestra_captura,promiscu,84,550.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 550 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,627
1000100441,Anestesia,Commodities,finestra_captura,promiscu,182,231.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 231 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,628
34211,Anestesia,Commodities,finestra_captura,promiscu,96,874.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 874 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,629
30910,Anestesia,Commodities,finestra_captura,promiscu,153,375.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 375 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,630
34190,Anestesia,Commodities,finestra_captura,promiscu,95,168.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 168 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,631
36208,Anestesia,Commodities,finestra_captura,promiscu,13,280.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 280 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,632
37535,Anestesia,Commodities,finestra_captura,promiscu,218,1539.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 1539 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,633
36612,Anestesia,Commodities,finestra_captura,promiscu,96,296.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 296 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,634
1000078040,Anestesia,Commodities,finestra_captura,promiscu,117,360.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 360 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,635
1000079009,Anestesia,Commodities,finestra_captura,promiscu,235,314.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 314 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,636
1000100481,Anestesia,Commodities,finestra_captura,promiscu,98,609.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 609 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,637
31490,Anestesia,Commodities,finestra_captura,promiscu,98,316.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 316 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,638
1000101209,Anestesia,Commodities,finestra_captura,promiscu,161,350.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 350 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,639
1000076821,Anestesia,Commodities,finestra_captura,promiscu,118,211.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 211 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,640
1000069542,Anestesia,Commodities,finestra_captura,promiscu,140,263.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 263 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,641
21756,Anestesia,Commodities,finestra_captura,promiscu,236,460.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 460 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,642
12744,Anestesia,Commodities,finestra_captura,promiscu,74,670.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 670 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,643
16762,Anestesia,Commodities,finestra_captura,promiscu,56,320.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 320 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,644
9478,Anestesia,Commodities,finestra_captura,promiscu,280,692.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 692 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,645
4459,Anestesia,Commodities,finestra_captura,promiscu,118,302.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 302 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,646
2785,Anestesia,Commodities,finestra_captura,promiscu,98,169.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 169 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,647
1000077085,Anestesia,Commodities,finestra_captura,promiscu,236,289.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 289 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,648
9333,Anestesia,Commodities,finestra_captura,promiscu,61,356.0,0.0,0.266,2223.12,1632.55,alta,Client promiscu de Anestesia. Cicle habitual: 356 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1633€ de quota de mercat.,2025-12-30,,,0.23078040299889385,televenda,649
1000056227,Anestesia,Commodities,finestra_captura,promiscu,111,168.0,0.0,0.266,2223.12,1632.36,alta,Client promiscu de Anestesia. Cicle habitual: 168 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1632€ de quota de mercat.,2025-12-30,,,0.2307767747168476,televenda,650
24561,Anestesia,Commodities,finestra_captura,promiscu,179,250.0,0.0,0.268,2223.12,1627.97,alta,Client promiscu de Anestesia. Cicle habitual: 250 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1628€ de quota de mercat.,2025-12-30,,,0.23069282456207316,televenda,651
1000101484,Anestesia,Commodities,finestra_captura,promiscu,97,343.0,0.0,0.271,2223.12,1620.74,alta,Client promiscu de Anestesia. Cicle habitual: 343 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1621€ de quota de mercat.,2025-12-30,,,0.2305540705994642,televenda,652
20881,Anestesia,Commodities,finestra_captura,promiscu,125,455.0,0.0,0.102,1802.36,1619.11,alta,Client promiscu de Anestesia. Cicle habitual: 455 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 10%. Oportunitat de capturar 1619€ de quota de mercat.,2025-12-30,,,0.2305227031408686,televenda,653
18661,Anestesia,Commodities,finestra_captura,promiscu,181,323.0,0.0,0.102,1802.36,1619.11,alta,Client promiscu de Anestesia. Cicle habitual: 323 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 10%. Oportunitat de capturar 1619€ de quota de mercat.,2025-12-30,,,0.2305227031408686,televenda,654
2297,Anestesia,Commodities,finestra_captura,promiscu,211,220.0,0.0,0.102,1802.36,1619.11,alta,Client promiscu de Anestesia. Cicle habitual: 220 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 10%. Oportunitat de capturar 1619€ de quota de mercat.,2025-12-30,,,0.2305227031408686,televenda,655
21083,Anestesia,Commodities,finestra_captura,promiscu,130,777.0,0.0,0.102,1802.36,1619.11,alta,Client promiscu de Anestesia. Cicle habitual: 777 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 10%. Oportunitat de capturar 1619€ de quota de mercat.,2025-12-30,,,0.2305227031408686,televenda,656
12109,Anestesia,Commodities,finestra_captura,promiscu,48,848.0,0.0,0.102,1802.36,1619.11,alta,Client promiscu de Anestesia. Cicle habitual: 848 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 10%. Oportunitat de capturar 1619€ de quota de mercat.,2025-12-30,,,0.2305227031408686,televenda,657
1000082037,Anestesia,Commodities,finestra_captura,promiscu,56,280.0,0.0,0.103,1802.36,1617.04,alta,Client promiscu de Anestesia. Cicle habitual: 280 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 10%. Oportunitat de capturar 1617€ de quota de mercat.,2025-12-30,,,0.2304828228744766,televenda,658
1000077814,Anestesia,Commodities,finestra_captura,promiscu,35,294.0,0.0,0.103,1802.36,1617.04,alta,Client promiscu de Anestesia. Cicle habitual: 294 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 10%. Oportunitat de capturar 1617€ de quota de mercat.,2025-12-30,,,0.2304828228744766,televenda,659
35571,Anestesia,Commodities,finestra_captura,promiscu,106,260.0,0.0,0.274,2223.12,1612.98,alta,Client promiscu de Anestesia. Cicle habitual: 260 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 27%. Oportunitat de capturar 1613€ de quota de mercat.,2025-12-30,,,0.2304044552231684,televenda,660
1000037112,Anestesia,Commodities,risc_fuga,fidel,179,68.0,110.0,0.617,2223.12,114.25,alta,Client fidel de Anestesia. Cicle habitual: 68 dies (±45). Porta 179 dies sense comprar (110 dies de retard). Share of wallet últims 12m: 62%. Possible inici de fuga.,2025-12-30,,,0.2303397316216418,delegat,661
1000100403,Anestesia,Commodities,finestra_captura,promiscu,34,270.0,0.0,0.278,2223.12,1604.07,alta,Client promiscu de Anestesia. Cicle habitual: 270 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 28%. Oportunitat de capturar 1604€ de quota de mercat.,2025-12-30,,,0.2302317777442646,televenda,662
9401,Anestesia,Commodities,finestra_captura,promiscu,14,484.0,0.0,0.28,2223.12,1599.71,alta,Client promiscu de Anestesia. Cicle habitual: 484 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 28%. Oportunitat de capturar 1600€ de quota de mercat.,2025-12-30,,,0.230146930517775,televenda,663
25211,Anestesia,Commodities,finestra_captura,promiscu,202,348.0,0.0,0.28,2223.12,1599.71,alta,Client promiscu de Anestesia. Cicle habitual: 348 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 28%. Oportunitat de capturar 1600€ de quota de mercat.,2025-12-30,,,0.230146930517775,televenda,664
42490,Anestesia,Commodities,finestra_captura,promiscu,120,147.0,0.0,0.28,2223.12,1599.71,alta,Client promiscu de Anestesia. Cicle habitual: 147 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 28%. Oportunitat de capturar 1600€ de quota de mercat.,2025-12-30,,,0.230146930517775,televenda,665
1000077452,Anestesia,Commodities,finestra_captura,promiscu,14,592.0,0.0,0.28,2223.12,1599.71,alta,Client promiscu de Anestesia. Cicle habitual: 592 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 28%. Oportunitat de capturar 1600€ de quota de mercat.,2025-12-30,,,0.230146930517775,televenda,666
13275,Anestesia,Commodities,finestra_captura,promiscu,81,335.0,0.0,0.114,1802.36,1596.44,alta,Client promiscu de Anestesia. Cicle habitual: 335 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 11%. Oportunitat de capturar 1596€ de quota de mercat.,2025-12-30,,,0.2300831432965345,televenda,667
4832,Anestesia,Commodities,finestra_captura,promiscu,153,197.0,0.0,0.284,2223.12,1590.79,alta,Client promiscu de Anestesia. Cicle habitual: 197 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 28%. Oportunitat de capturar 1591€ de quota de mercat.,2025-12-30,,,0.22997262156761009,televenda,668
1000072594,Anestesia,Commodities,finestra_captura,promiscu,350,352.0,0.0,0.288,2223.12,1582.62,alta,Client promiscu de Anestesia. Cicle habitual: 352 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 29%. Oportunitat de capturar 1583€ de quota de mercat.,2025-12-30,,,0.22981210945332994,televenda,669
1000076144,Anestesia,Commodities,finestra_captura,promiscu,356,422.0,0.0,0.288,2223.12,1582.62,alta,Client promiscu de Anestesia. Cicle habitual: 422 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 29%. Oportunitat de capturar 1583€ de quota de mercat.,2025-12-30,,,0.22981210945332994,televenda,670
1000077557,Anestesia,Commodities,finestra_captura,promiscu,186,596.0,0.0,0.122,1802.36,1582.47,alta,Client promiscu de Anestesia. Cicle habitual: 596 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 12%. Oportunitat de capturar 1582€ de quota de mercat.,2025-12-30,,,0.2298091547392411,televenda,671
4656,Anestesia,Commodities,finestra_captura,promiscu,188,312.0,0.0,0.29,2223.12,1579.23,alta,Client promiscu de Anestesia. Cicle habitual: 312 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 29%. Oportunitat de capturar 1579€ de quota de mercat.,2025-12-30,,,0.22974526450562271,televenda,672
1000076769,Anestesia,Commodities,finestra_captura,promiscu,313,467.0,0.0,0.29,2223.12,1578.61,alta,Client promiscu de Anestesia. Cicle habitual: 467 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 29%. Oportunitat de capturar 1579€ de quota de mercat.,2025-12-30,,,0.22973302366590673,televenda,673
1000101437,Anestesia,Commodities,finestra_captura,promiscu,29,434.0,0.0,0.293,2223.12,1572.51,alta,Client promiscu de Anestesia. Cicle habitual: 434 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 29%. Oportunitat de capturar 1573€ de quota de mercat.,2025-12-30,,,0.22961233277692966,televenda,674
41930,Anestesia,Commodities,finestra_captura,promiscu,232,424.0,0.0,0.293,2223.12,1571.19,alta,Client promiscu de Anestesia. Cicle habitual: 424 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 29%. Oportunitat de capturar 1571€ de quota de mercat.,2025-12-30,,,0.22958615448762162,televenda,675
39175,Anestesia,Commodities,finestra_captura,promiscu,186,226.0,0.0,0.293,2223.12,1571.19,alta,Client promiscu de Anestesia. Cicle habitual: 226 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 29%. Oportunitat de capturar 1571€ de quota de mercat.,2025-12-30,,,0.22958615448762162,televenda,676
1000079192,Anestesia,Commodities,finestra_captura,promiscu,67,365.0,0.0,0.295,2223.12,1566.83,alta,Client promiscu de Anestesia. Cicle habitual: 365 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 30%. Oportunitat de capturar 1567€ de quota de mercat.,2025-12-30,,,0.2294995303422869,televenda,677
1000074680,Anestesia,Commodities,finestra_captura,promiscu,216,223.0,0.0,0.296,2223.12,1565.35,alta,Client promiscu de Anestesia. Cicle habitual: 223 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 30%. Oportunitat de capturar 1565€ de quota de mercat.,2025-12-30,,,0.22947007104240466,televenda,678
1000082777,Anestesia,Commodities,finestra_captura,promiscu,42,344.0,0.0,0.541,3410.04,1564.41,alta,Client promiscu de Anestesia. Cicle habitual: 344 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 54%. Oportunitat de capturar 1564€ de quota de mercat.,2025-12-30,,,0.22945134594858166,televenda,679
1000065584,Anestesia,Commodities,finestra_captura,promiscu,81,427.0,0.0,0.297,2223.12,1563.41,alta,Client promiscu de Anestesia. Cicle habitual: 427 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 30%. Oportunitat de capturar 1563€ de quota de mercat.,2025-12-30,,,0.22943141328843902,televenda,680
40908,Anestesia,Commodities,finestra_captura,promiscu,231,284.0,0.0,0.297,2223.12,1563.41,alta,Client promiscu de Anestesia. Cicle habitual: 284 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 30%. Oportunitat de capturar 1563€ de quota de mercat.,2025-12-30,,,0.22943141328843902,televenda,681
3930,Anestesia,Commodities,finestra_captura,promiscu,20,1519.0,0.0,0.297,2223.12,1563.41,alta,Client promiscu de Anestesia. Cicle habitual: 1519 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 30%. Oportunitat de capturar 1563€ de quota de mercat.,2025-12-30,,,0.22943141328843902,televenda,682
1000080018,Anestesia,Commodities,finestra_captura,promiscu,47,304.0,0.0,0.297,2223.12,1563.41,alta,Client promiscu de Anestesia. Cicle habitual: 304 dies. La seva finestra de compra és ARA (retard: 0 dies). Share of wallet actual: 30%. Oportunitat de capturar 1563€ de quota de mercat.,2025-12-30,,,0.22943141328843902,televenda,683
