id_client,provincia,familia,segment_client,share_of_wallet_12m,dies_sense_compra,cicle_habitual_dies,potencial_anual_eur,z_score_retard,tipus_alerta,impacte_recuperable_eur,urgencia,motiu_explicat,score_prioritat
1000069298,Baleares,Bioseguridad,en_risc,0.781,41,41.1,3334.68,-0.0,caiguda_share,731.95,mitja,"Client en_risc de Bioseguridad (Share 12m: 78%). El seu cicle de compra és de 41 dies. Porta 41 dies sense comprar (-0 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.7319500000000001
1000078695,Barcelona,Anestesia,en_risc,0.675,17,61.1,2223.12,-1.39,caiguda_share,723.45,mitja,"Client en_risc de Anestesia (Share 12m: 67%). El seu cicle de compra és de 61 dies. Porta 17 dies sense comprar (-44 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.72345
41836,Ciudad Real,Anestesia,en_risc,0.79,83,46.0,3410.04,0.33,caiguda_share,714.88,mitja,"Client en_risc de Anestesia (Share 12m: 79%). El seu cicle de compra és de 46 dies. Porta 83 dies sense comprar (37 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.71488
1000067731,Valencia,Anestesia,en_risc,0.62,42,452.3,1802.36,-1.83,caiguda_share,684.46,mitja,"Client en_risc de Anestesia (Share 12m: 62%). El seu cicle de compra és de 452 dies. Porta 42 dies sense comprar (-410 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.6844600000000001
1000081145,Sta.Cruz Tenerife,Anestesia,en_risc,0.699,75,70.8,2223.12,0.13,caiguda_share,669.33,mitja,"Client en_risc de Anestesia (Share 12m: 70%). El seu cicle de compra és de 71 dies. Porta 75 dies sense comprar (4 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.6693300000000001
42494,Albacete,Bioseguridad,en_risc,0.392,73,79.1,1086.44,-0.16,caiguda_share,660.71,mitja,"Client en_risc de Bioseguridad (Share 12m: 39%). El seu cicle de compra és de 79 dies. Porta 73 dies sense comprar (-6 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.66071
33039,Valencia,Anestesia,en_risc,0.705,27,283.0,2223.12,-1.97,caiguda_share,656.42,mitja,"Client en_risc de Anestesia (Share 12m: 70%). El seu cicle de compra és de 283 dies. Porta 27 dies sense comprar (-256 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.65642
14635,Ávila,Anestesia,en_risc,0.637,5,160.4,1802.36,-2.12,caiguda_share,653.59,mitja,"Client en_risc de Anestesia (Share 12m: 64%). El seu cicle de compra és de 160 dies. Porta 5 dies sense comprar (-155 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.65359
1000080570,A Coruña,Anestesia,en_risc,0.906,90,50.8,3410.04,1.94,caiguda_share,322.23,alta,"Client en_risc de Anestesia (Share 12m: 91%). El seu cicle de compra és de 51 dies. Porta 90 dies sense comprar (39 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.64446
1000075869,Valencia,Anestesia,en_risc,0.818,49,81.5,3410.04,-0.95,caiguda_share,622.03,mitja,"Client en_risc de Anestesia (Share 12m: 82%). El seu cicle de compra és de 82 dies. Porta 49 dies sense comprar (-33 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.62203
42160,Madrid,Bioseguridad,en_risc,0.452,84,70.2,1086.44,0.19,caiguda_share,595.75,mitja,"Client en_risc de Bioseguridad (Share 12m: 45%). El seu cicle de compra és de 70 dies. Porta 84 dies sense comprar (14 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.59575
932,Valencia,Anestesia,en_risc,0.74,27,286.5,2223.12,-19.32,caiguda_share,577.6,mitja,"Client en_risc de Anestesia (Share 12m: 74%). El seu cicle de compra és de 286 dies. Porta 27 dies sense comprar (-260 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.5776
24279,Barcelona,Bioseguridad,en_risc,0.658,46,63.9,1667.34,-0.99,caiguda_share,570.39,mitja,"Client en_risc de Bioseguridad (Share 12m: 66%). El seu cicle de compra és de 64 dies. Porta 46 dies sense comprar (-18 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.57039
39037,Toledo,Anestesia,en_risc,0.748,87,58.8,2223.12,0.78,caiguda_share,560.8,mitja,"Client en_risc de Anestesia (Share 12m: 75%). El seu cicle de compra és de 59 dies. Porta 87 dies sense comprar (28 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.5608
1000101653,Málaga,Anestesia,en_risc,0.841,32,79.2,3410.04,-0.83,caiguda_share,541.58,mitja,"Client en_risc de Anestesia (Share 12m: 84%). El seu cicle de compra és de 79 dies. Porta 32 dies sense comprar (-47 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.5415800000000001
11415,Valencia,Anestesia,en_risc,0.848,62,245.8,3410.04,-1.09,caiguda_share,519.49,mitja,"Client en_risc de Anestesia (Share 12m: 85%). El seu cicle de compra és de 246 dies. Porta 62 dies sense comprar (-184 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.51949
42726,Almería,Anestesia,en_risc,0.849,26,69.4,3410.04,-0.97,caiguda_share,515.98,mitja,"Client en_risc de Anestesia (Share 12m: 85%). El seu cicle de compra és de 69 dies. Porta 26 dies sense comprar (-43 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.51598
39037,Toledo,Bioseguridad,en_risc,0.541,87,170.6,1086.44,-0.32,caiguda_share,498.38,mitja,"Client en_risc de Bioseguridad (Share 12m: 54%). El seu cicle de compra és de 171 dies. Porta 87 dies sense comprar (-84 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.49838
40383,Toledo,Bioseguridad,en_risc,0.541,84,89.8,1086.44,-0.11,caiguda_share,498.35,mitja,"Client en_risc de Bioseguridad (Share 12m: 54%). El seu cicle de compra és de 90 dies. Porta 84 dies sense comprar (-6 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.49835
16055,Madrid,Bioseguridad,promiscu,0.724,74,70.7,1667.34,0.04,reposicio_endarrerida,459.7,mitja,Client promiscu de Bioseguridad (Share 12m: 72%). El seu cicle de compra és de 71 dies. Porta 74 dies sense comprar (3 dies de coll). ,0.4597
42512,Madrid,Anestesia,en_risc,0.745,0,130.7,1802.36,-1.18,caiguda_share,458.87,mitja,"Client en_risc de Anestesia (Share 12m: 75%). El seu cicle de compra és de 131 dies. Porta 0 dies sense comprar (-131 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.45887
1000079421,Zaragoza,Anestesia,en_risc,0.797,41,93.2,2223.12,-0.82,caiguda_share,450.69,mitja,"Client en_risc de Anestesia (Share 12m: 80%). El seu cicle de compra és de 93 dies. Porta 41 dies sense comprar (-52 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.45069
1000100146,Sta.Cruz Tenerife,Anestesia,en_risc,0.817,88,119.8,2223.12,-0.34,caiguda_share,407.59,mitja,"Client en_risc de Anestesia (Share 12m: 82%). El seu cicle de compra és de 120 dies. Porta 88 dies sense comprar (-32 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.40758999999999995
1000101442,Sta.Cruz Tenerife,Anestesia,en_risc,0.831,41,82.8,2223.12,-1.69,caiguda_share,374.8,mitja,"Client en_risc de Anestesia (Share 12m: 83%). El seu cicle de compra és de 83 dies. Porta 41 dies sense comprar (-42 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.3748
37655,Ciudad Real,Bioseguridad,en_risc,0.659,88,65.5,1086.44,0.47,caiguda_share,370.93,mitja,"Client en_risc de Bioseguridad (Share 12m: 66%). El seu cicle de compra és de 65 dies. Porta 88 dies sense comprar (23 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.37093
8288,Madrid,Anestesia,en_risc,0.835,63,87.5,2223.12,-0.62,caiguda_share,367.47,mitja,"Client en_risc de Anestesia (Share 12m: 83%). El seu cicle de compra és de 88 dies. Porta 63 dies sense comprar (-24 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.36747
28477,Pontevedra,Anestesia,en_risc,0.835,7,96.8,2223.12,-1.42,caiguda_share,366.37,mitja,"Client en_risc de Anestesia (Share 12m: 84%). El seu cicle de compra és de 97 dies. Porta 7 dies sense comprar (-90 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.36637000000000003
9119,Alicante,Anestesia,en_risc,0.895,47,139.8,3410.04,-0.82,caiguda_share,359.73,mitja,"Client en_risc de Anestesia (Share 12m: 89%). El seu cicle de compra és de 140 dies. Porta 47 dies sense comprar (-93 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.35973
1000101642,Cádiz,Anestesia,en_risc,0.899,48,74.8,3410.04,-0.52,caiguda_share,345.01,mitja,"Client en_risc de Anestesia (Share 12m: 90%). El seu cicle de compra és de 75 dies. Porta 48 dies sense comprar (-27 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.34501
19531,Murcia,Bioseguridad,en_risc,0.802,76,91.4,1667.34,-0.2,caiguda_share,330.11,mitja,"Client en_risc de Bioseguridad (Share 12m: 80%). El seu cicle de compra és de 91 dies. Porta 76 dies sense comprar (-15 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.33011
1000076487,Madrid,Anestesia,en_risc,0.869,28,251.6,2223.12,-0.93,caiguda_share,291.77,mitja,"Client en_risc de Anestesia (Share 12m: 87%). El seu cicle de compra és de 252 dies. Porta 28 dies sense comprar (-224 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.29177
1000081093,Valencia,Anestesia,en_risc,0.916,28,125.9,3410.04,-1.69,caiguda_share,287.94,mitja,"Client en_risc de Anestesia (Share 12m: 92%). El seu cicle de compra és de 126 dies. Porta 28 dies sense comprar (-98 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.28794
42220,Madrid,Bioseguridad,en_risc,0.778,87,56.9,1086.44,0.51,caiguda_share,241.12,mitja,"Client en_risc de Bioseguridad (Share 12m: 78%). El seu cicle de compra és de 57 dies. Porta 87 dies sense comprar (30 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.24112
27375,Madrid,Anestesia,en_risc,0.936,18,158.0,3410.04,-1.33,caiguda_share,216.68,mitja,"Client en_risc de Anestesia (Share 12m: 94%). El seu cicle de compra és de 158 dies. Porta 18 dies sense comprar (-140 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.21668
1000077884,Cuenca,Anestesia,en_risc,0.91,53,102.6,2223.12,-0.92,caiguda_share,200.42,mitja,"Client en_risc de Anestesia (Share 12m: 91%). El seu cicle de compra és de 103 dies. Porta 53 dies sense comprar (-50 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.20042
1000101025,Ciudad Real,Anestesia,en_risc,0.922,60,79.9,2223.12,-0.49,caiguda_share,173.32,mitja,"Client en_risc de Anestesia (Share 12m: 92%). El seu cicle de compra és de 80 dies. Porta 60 dies sense comprar (-20 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.17332
1000100337,Málaga,Anestesia,en_risc,0.96,55,77.5,3410.04,-1.11,caiguda_share,137.53,mitja,"Client en_risc de Anestesia (Share 12m: 96%). El seu cicle de compra és de 77 dies. Porta 55 dies sense comprar (-22 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.13753
37521,Valencia,Anestesia,en_risc,0.966,19,46.5,3410.04,-1.07,caiguda_share,116.05,mitja,"Client en_risc de Anestesia (Share 12m: 97%). El seu cicle de compra és de 46 dies. Porta 19 dies sense comprar (-27 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.11605
38577,Ciudad Real,Bioseguridad,en_risc,0.902,87,65.2,1086.44,0.23,caiguda_share,106.27,mitja,"Client en_risc de Bioseguridad (Share 12m: 90%). El seu cicle de compra és de 65 dies. Porta 87 dies sense comprar (22 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.10626999999999999
1000101023,Alicante,Anestesia,en_risc,0.96,34,68.5,2223.12,-2.28,caiguda_share,88.77,mitja,"Client en_risc de Anestesia (Share 12m: 96%). El seu cicle de compra és de 68 dies. Porta 34 dies sense comprar (-34 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.08877
1000079756,Teruel,Anestesia,en_risc,0.962,61,89.3,2223.12,-0.62,caiguda_share,84.96,mitja,"Client en_risc de Anestesia (Share 12m: 96%). El seu cicle de compra és de 89 dies. Porta 61 dies sense comprar (-28 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.08496
1000074113,Zaragoza,Anestesia,en_risc,0.979,47,57.7,3410.04,-0.4,caiguda_share,69.96,mitja,"Client en_risc de Anestesia (Share 12m: 98%). El seu cicle de compra és de 58 dies. Porta 47 dies sense comprar (-11 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.06996
1000077107,Barcelona,Anestesia,en_risc,0.974,56,143.5,2223.12,-1.58,caiguda_share,57.28,mitja,"Client en_risc de Anestesia (Share 12m: 97%). El seu cicle de compra és de 144 dies. Porta 56 dies sense comprar (-88 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.057280000000000005
1000081606,Madrid,Anestesia,en_risc,0.988,27,72.7,4546.72,-1.41,caiguda_share,55.51,mitja,"Client en_risc de Anestesia (Share 12m: 99%). El seu cicle de compra és de 73 dies. Porta 27 dies sense comprar (-46 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.05551
40074,Sevilla,Anestesia,en_risc,0.982,54,174.2,2223.12,-2.23,caiguda_share,39.31,mitja,"Client en_risc de Anestesia (Share 12m: 98%). El seu cicle de compra és de 174 dies. Porta 54 dies sense comprar (-120 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.039310000000000005
1000072234,Madrid,Anestesia,en_risc,0.995,56,85.2,3410.04,-0.38,caiguda_share,17.44,mitja,"Client en_risc de Anestesia (Share 12m: 99%). El seu cicle de compra és de 85 dies. Porta 56 dies sense comprar (-29 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.01744
40159,Madrid,Anestesia,en_risc,0.999,52,77.5,2223.12,-0.63,caiguda_share,3.31,mitja,"Client en_risc de Anestesia (Share 12m: 100%). El seu cicle de compra és de 77 dies. Porta 52 dies sense comprar (-25 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.00331
1000100484,Murcia,Anestesia,en_risc,1.204,0,132.7,2223.12,-4.04,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 120%). El seu cicle de compra és de 133 dies. Porta 0 dies sense comprar (-133 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000077455,A Coruña,Bioseguridad,en_risc,2.561,26,71.9,1086.44,-1.87,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 256%). El seu cicle de compra és de 72 dies. Porta 26 dies sense comprar (-46 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000080472,Sevilla,Bioseguridad,en_risc,1.314,54,69.2,1667.34,-0.62,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 131%). El seu cicle de compra és de 69 dies. Porta 54 dies sense comprar (-15 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000080968,Madrid,Anestesia,en_risc,1.247,55,71.4,2223.12,-0.55,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 125%). El seu cicle de compra és de 71 dies. Porta 55 dies sense comprar (-16 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000070145,Almería,Anestesia,en_risc,1.824,76,69.6,2223.12,0.2,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 182%). El seu cicle de compra és de 70 dies. Porta 76 dies sense comprar (6 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000081581,Madrid,Bioseguridad,en_risc,3.659,55,73.2,1086.44,-0.24,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 366%). El seu cicle de compra és de 73 dies. Porta 55 dies sense comprar (-18 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000080084,Madrid,Anestesia,en_risc,1.486,61,68.1,2223.12,-0.22,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 149%). El seu cicle de compra és de 68 dies. Porta 61 dies sense comprar (-7 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000076910,Vizcaya,Anestesia,en_risc,1.577,87,221.3,4546.72,-0.92,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 158%). El seu cicle de compra és de 221 dies. Porta 87 dies sense comprar (-134 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000101063,Castellón,Bioseguridad,en_risc,1.327,52,70.1,1667.34,-0.53,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 133%). El seu cicle de compra és de 70 dies. Porta 52 dies sense comprar (-18 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000101122,Alicante,Bioseguridad,en_risc,3.25,41,87.3,1667.34,-1.31,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 325%). El seu cicle de compra és de 87 dies. Porta 41 dies sense comprar (-46 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000077782,Badajoz,Anestesia,en_risc,1.594,28,60.6,2223.12,-0.8,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 159%). El seu cicle de compra és de 61 dies. Porta 28 dies sense comprar (-33 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000081567,Cuenca,Bioseguridad,en_risc,2.955,12,86.2,1086.44,-1.65,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 295%). El seu cicle de compra és de 86 dies. Porta 12 dies sense comprar (-74 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000075819,A Coruña,Bioseguridad,en_risc,1.318,40,72.0,1667.34,-0.98,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 132%). El seu cicle de compra és de 72 dies. Porta 40 dies sense comprar (-32 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000101629,Sevilla,Anestesia,en_risc,1.03,39,79.0,3410.04,-1.25,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 103%). El seu cicle de compra és de 79 dies. Porta 39 dies sense comprar (-40 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000072763,Madrid,Anestesia,en_risc,1.284,19,49.8,2223.12,-1.57,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 128%). El seu cicle de compra és de 50 dies. Porta 19 dies sense comprar (-31 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000072466,Las Palmas,Anestesia,en_risc,2.412,53,88.3,2223.12,-0.44,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 241%). El seu cicle de compra és de 88 dies. Porta 53 dies sense comprar (-35 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000072110,Sevilla,Anestesia,en_risc,1.346,39,65.1,5683.4,-0.79,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 135%). El seu cicle de compra és de 65 dies. Porta 39 dies sense comprar (-26 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000081198,Murcia,Anestesia,en_risc,2.844,76,129.8,1802.36,-0.43,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 284%). El seu cicle de compra és de 130 dies. Porta 76 dies sense comprar (-54 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000081236,Murcia,Anestesia,en_risc,1.44,59,103.9,2223.12,-0.61,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 144%). El seu cicle de compra és de 104 dies. Porta 59 dies sense comprar (-45 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000081268,Murcia,Anestesia,en_risc,2.987,55,73.4,2223.12,-0.62,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 299%). El seu cicle de compra és de 73 dies. Porta 55 dies sense comprar (-18 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000070492,Granada,Anestesia,en_risc,1.777,28,107.8,1802.36,-5.0,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 178%). El seu cicle de compra és de 108 dies. Porta 28 dies sense comprar (-80 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000070147,Zaragoza,Anestesia,en_risc,2.048,24,43.5,3410.04,-0.48,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 205%). El seu cicle de compra és de 43 dies. Porta 24 dies sense comprar (-19 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000076148,Madrid,Anestesia,en_risc,1.4,59,70.0,1802.36,-0.28,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 140%). El seu cicle de compra és de 70 dies. Porta 59 dies sense comprar (-11 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000078021,Valencia,Anestesia,en_risc,2.099,19,95.8,3410.04,-2.84,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 210%). El seu cicle de compra és de 96 dies. Porta 19 dies sense comprar (-77 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000100427,Madrid,Anestesia,en_risc,1.321,38,59.5,2223.12,-0.67,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 132%). El seu cicle de compra és de 60 dies. Porta 38 dies sense comprar (-22 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082589,Cáceres,Anestesia,en_risc,1.524,56,79.3,2223.12,-0.72,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 152%). El seu cicle de compra és de 79 dies. Porta 56 dies sense comprar (-23 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000079144,Madrid,Bioseguridad,en_risc,1.678,52,89.1,1667.34,-1.16,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 168%). El seu cicle de compra és de 89 dies. Porta 52 dies sense comprar (-37 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082665,Granada,Anestesia,en_risc,1.232,47,32.4,6820.08,0.5,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 123%). El seu cicle de compra és de 32 dies. Porta 47 dies sense comprar (15 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000079361,Guadalajara,Anestesia,en_risc,1.116,27,46.9,4546.72,-0.92,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 112%). El seu cicle de compra és de 47 dies. Porta 27 dies sense comprar (-20 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082589,Cáceres,Bioseguridad,en_risc,2.369,56,88.7,1086.44,-0.74,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 237%). El seu cicle de compra és de 89 dies. Porta 56 dies sense comprar (-33 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000079384,Sevilla,Bioseguridad,en_risc,4.114,48,70.5,2223.12,-0.81,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 411%). El seu cicle de compra és de 70 dies. Porta 48 dies sense comprar (-22 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000081894,Las Palmas,Bioseguridad,en_risc,1.921,25,79.5,1667.34,-0.92,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 192%). El seu cicle de compra és de 80 dies. Porta 25 dies sense comprar (-54 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082576,Barcelona,Bioseguridad,en_risc,3.881,45,32.9,1086.44,0.66,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 388%). El seu cicle de compra és de 33 dies. Porta 45 dies sense comprar (12 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000100391,Murcia,Bioseguridad,en_risc,1.338,48,83.6,1667.34,-1.43,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 134%). El seu cicle de compra és de 84 dies. Porta 48 dies sense comprar (-36 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000080237,Barcelona,Bioseguridad,en_risc,1.527,69,86.6,1667.34,-0.46,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 153%). El seu cicle de compra és de 87 dies. Porta 69 dies sense comprar (-18 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000081918,A Coruña,Anestesia,en_risc,1.143,53,109.9,2223.12,-0.75,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 114%). El seu cicle de compra és de 110 dies. Porta 53 dies sense comprar (-57 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082576,Barcelona,Anestesia,en_risc,1.38,45,50.1,2223.12,-0.19,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 138%). El seu cicle de compra és de 50 dies. Porta 45 dies sense comprar (-5 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000079859,Asturias,Anestesia,en_risc,1.093,24,64.1,6820.08,-0.89,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 109%). El seu cicle de compra és de 64 dies. Porta 24 dies sense comprar (-40 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082295,Madrid,Bioseguridad,en_risc,2.475,74,55.4,1667.34,0.62,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 248%). El seu cicle de compra és de 55 dies. Porta 74 dies sense comprar (19 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082189,Madrid,Bioseguridad,en_risc,1.407,55,77.8,2223.12,-0.6,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 141%). El seu cicle de compra és de 78 dies. Porta 55 dies sense comprar (-23 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082763,Sta.Cruz Tenerife,Anestesia,en_risc,1.309,32,152.9,2223.12,-1.7,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 131%). El seu cicle de compra és de 153 dies. Porta 32 dies sense comprar (-121 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
1000082776,Murcia,Anestesia,en_risc,1.355,0,151.4,2223.12,-1.29,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 135%). El seu cicle de compra és de 151 dies. Porta 0 dies sense comprar (-151 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment.",0.0
