Id_Cliente,Provincia,Familia_Potencial,segment,share_12m,potencial_anual_eur,euros_12m,gap_eur,dies_sense_compra,num_intervals,data_alerta,dies_retard,z_score,cicle_mig_dies,proxim_pedido_esperat,dies_stock,tipus_alerta,finestra_captura_dies,canal,urgencia,prioritat,motiu
1000080412,Madrid,Anestesia,fugat,0.873,1802.36,1572.83,229.53,731,3,2025-12-01,565,,165.7,,,fugat,,delegat,mitjana,216.28,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (731 dies). Historial previ de 1228 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
7213,Pontevedra,Anestesia,fugat,1.0,1802.36,3412.91,0.0,592,4,2025-12-01,368,,223.8,,,fugat,,delegat,mitjana,216.28,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (592 dies). Historial previ de 1487 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
1889,Las Palmas,Anestesia,fugat,1.0,1802.36,1859.2,0.0,1061,3,2025-12-01,821,,240.0,,,fugat,,delegat,mitjana,216.28,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1061 dies). Historial previ de 1781 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
1000082543,Barcelona,Anestesia,fugat,1.0,1802.36,4964.71,0.0,840,3,2025-12-01,691,,149.0,,,fugat,,delegat,mitjana,216.28,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (840 dies). Historial previ de 1287 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
8441,Orense,Anestesia,fugat,1.0,1802.36,3345.62,0.0,805,6,2025-12-01,656,,148.8,,,fugat,,delegat,mitjana,216.28,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (805 dies). Historial previ de 1698 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
30434,Orense,Anestesia,fugat,1.0,1802.36,5404.75,0.0,427,7,2025-12-01,258,,169.0,,,fugat,,delegat,mitjana,216.28,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (427 dies). Historial previ de 1610 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
20140,Sta.Cruz Tenerife,Anestesia,promiscu,0.208,4546.72,947.91,3598.81,314,3,2025-12-01,0,0.0,353.3,2026-01-09,,finestra_captura,14.0,delegat,mitjana,215.93,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 353 dies. Share: 21%. Gap: 3599€/any. Moment òptim per contactar.
1000102160,Toledo,Anestesia,nou,0.518,2223.12,1151.6,1071.52,55,1,2025-12-01,0,,5.0,,,monitoritzar,,televenda,baixa,214.3,Client NOU (60 dies d'historial). Primers pedidos registrats. Fer seguiment de consolidació per assegurar fidelització.
1000100519,Madrid,Anestesia,fidel,0.88,2223.12,1957.09,266.03,49,14,2025-12-01,0,0.0,49.5,2025-12-01,0 dies,reposicio_preventiva,,delegat,alta,212.82,Client FIDEL d'Anestesia. Proper pedido estimat dins de 0 dies (cicle habitual: 50 dies). Stock estimat proper a l'esgotament. Contactar per anticipar reposició.
2873,Madrid,Anestesia,fugat,1.0,2223.12,8307.87,0.0,447,5,2025-12-01,198,,248.8,,,fugat,,delegat,mitjana,212.3,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (447 dies). Historial previ de 1691 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
27529,Vizcaya,Bioseguridad,fugat,0.801,2223.12,1781.54,441.58,508,2,2025-12-01,225,,283.0,,,fugat,,delegat,mitjana,212.1,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (508 dies). Historial previ de 1074 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
7642,Alicante,Anestesia,fugat,1.0,2223.12,4477.83,0.0,661,3,2025-12-01,291,,370.0,,,fugat,,delegat,mitjana,209.81,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (661 dies). Historial previ de 1771 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000081910,Málaga,Anestesia,promiscu,0.233,4546.72,1058.43,3488.29,68,3,2025-12-01,0,0.0,422.0,2026-11-20,,finestra_captura,14.0,delegat,mitjana,209.3,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 422 dies. Share: 23%. Gap: 3488€/any. Moment òptim per contactar.
41482,Ciudad Real,Anestesia,promiscu,0.56,3410.04,1908.43,1501.61,59,36,2025-12-01,11,0.39,47.9,2025-11-19,,finestra_captura,5.0,delegat,alta,206.83,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 48 dies. Share: 56%. Gap: 1502€/any. Retard en reposició urgent.
41522,Sta.Cruz Tenerife,Bioseguridad,promiscu,0.366,1086.44,397.52,688.92,175,0,2025-12-01,0,,,,,info,,televenda,baixa,206.68,Client PROMISCU. Sense dades suficients per calcular cicle de reposició. Contacte proactiu recomanat.
1000100247,Vizcaya,Bioseguridad,promiscu,0.366,1086.44,397.52,688.92,178,0,2025-12-01,0,,,,,info,,televenda,baixa,206.68,Client PROMISCU. Sense dades suficients per calcular cicle de reposició. Contacte proactiu recomanat.
1000082152,Madrid,Anestesia,fugat,1.0,2223.12,2269.36,0.0,374,6,2025-12-01,163,,210.7,,,fugat,,delegat,mitjana,206.41,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (374 dies). Historial previ de 1638 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000056963,Valencia,Anestesia,fugat,0.409,3410.04,1393.79,2016.25,544,0,2025-12-01,544,,,,,fugat,,delegat,mitjana,204.6,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (544 dies). Historial previ de 544 dies. Requereix recuperació directa per delegat. Gap potencial: 2,728€/any."
33565,Alicante,Anestesia,fugat,0.378,3410.04,1290.07,2119.97,586,0,2025-12-01,586,,,,,fugat,,delegat,mitjana,204.6,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (586 dies). Historial previ de 586 dies. Requereix recuperació directa per delegat. Gap potencial: 2,728€/any."
1000078013,Valencia,Anestesia,fugat,0.202,3410.04,688.04,2722.0,559,0,2025-12-01,559,,,,,fugat,,delegat,mitjana,204.6,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (559 dies). Historial previ de 559 dies. Requereix recuperació directa per delegat. Gap potencial: 2,728€/any."
23468,Madrid,Bioseguridad,promiscu,0.373,1086.44,405.06,681.38,180,0,2025-12-01,0,,,,,info,,televenda,baixa,204.41,Client PROMISCU. Sense dades suficients per calcular cicle de reposició. Contacte proactiu recomanat.
26119,Navarra,Anestesia,fugat,1.0,2223.12,4298.95,0.0,438,5,2025-12-01,190,,248.0,,,fugat,,delegat,mitjana,204.38,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (438 dies). Historial previ de 1678 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
15786,Almería,Bioseguridad,promiscu,0.23,879.2,202.53,676.67,146,0,2025-12-01,0,,,,,info,,televenda,baixa,203.0,Client PROMISCU. Sense dades suficients per calcular cicle de reposició. Contacte proactiu recomanat.
41869,Toledo,Anestesia,fidel,0.861,1802.36,1551.5,250.86,136,1,2025-12-01,37,0.0,99.0,2025-10-25,0,reposicio_pendent,,televenda,baixa,200.69,Client FIDEL d'Anestesia amb lleuger retard (37 dies). Cicle habitual: 99 dies. Proper pedido: 0 dies enrere. Seguiment rutina.
1000100606,Madrid,Bioseguridad,fidel,0.769,1086.44,836.0,250.44,297,2,2025-12-01,107,1.91,190.0,2025-08-16,0,reposicio_endarrerida,,televenda,mitjana,200.35,Client FIDEL d'Bioseguridad amb reposició endarrerida. Cicle habitual: 190 dies. Retard de 107 dies (z=1.9). Proper pedido esperat fa 107 dies. Contactar per confirmar estat.
33260,Murcia,Anestesia,fugat,1.0,1802.36,3325.97,0.0,417,6,2025-12-01,200,,216.2,,,fugat,,delegat,mitjana,200.11,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (417 dies). Historial previ de 1714 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
28337,A Coruña,Bioseguridad,fugat,1.0,1667.34,3514.62,0.0,543,9,2025-12-01,405,,137.2,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (543 dies). Historial previ de 1778 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
25996,Valencia,Bioseguridad,fugat,1.0,1667.34,2527.63,0.0,640,2,2025-12-01,410,,229.5,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (640 dies). Historial previ de 1099 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000082777,Zamora,Bioseguridad,fugat,1.0,1667.34,4817.55,0.0,549,2,2025-12-01,332,,217.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (549 dies). Historial previ de 983 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
27626,Pontevedra,Bioseguridad,fugat,1.0,1667.34,4848.5,0.0,416,17,2025-12-01,336,,80.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (416 dies). Historial previ de 1776 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000080775,Palencia,Bioseguridad,fugat,1.0,1667.34,2143.3,0.0,1438,6,2025-12-01,1382,,55.2,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1438 dies). Historial previ de 1769 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000062151,Castellón,Bioseguridad,fugat,1.0,1667.34,2607.83,0.0,558,4,2025-12-01,316,,242.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (558 dies). Historial previ de 1526 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000058195,Zaragoza,Bioseguridad,fugat,1.0,1667.34,3388.08,0.0,824,9,2025-12-01,720,,104.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (824 dies). Historial previ de 1760 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
27364,Madrid,Bioseguridad,fugat,0.987,1667.34,1644.95,22.39,1181,3,2025-12-01,1002,,179.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1181 dies). Historial previ de 1718 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
8160,Sevilla,Bioseguridad,fugat,1.0,1667.34,3186.73,0.0,1501,5,2025-12-01,1446,,54.6,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1501 dies). Historial previ de 1774 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000080508,Málaga,Bioseguridad,fugat,1.0,1667.34,3641.27,0.0,531,9,2025-12-01,396,,134.3,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (531 dies). Historial previ de 1740 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
26468,Madrid,Bioseguridad,fugat,1.0,1667.34,5253.75,0.0,647,12,2025-12-01,553,,93.4,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (647 dies). Historial previ de 1768 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
37594,Zaragoza,Bioseguridad,fugat,1.0,1667.34,6110.89,0.0,598,11,2025-12-01,496,,101.5,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (598 dies). Historial previ de 1715 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000064044,A Coruña,Bioseguridad,fugat,0.912,1667.34,1520.79,146.55,1098,3,2025-12-01,907,,191.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1098 dies). Historial previ de 1671 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000065512,Barcelona,Bioseguridad,fugat,1.0,1667.34,6403.07,0.0,873,10,2025-12-01,782,,91.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (873 dies). Historial previ de 1783 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
9513,Barcelona,Bioseguridad,fugat,0.662,1667.34,1103.54,563.8,1400,6,2025-12-01,1345,,54.8,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1400 dies). Historial previ de 1729 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
8369,Sevilla,Bioseguridad,fugat,1.0,1667.34,2222.56,0.0,748,5,2025-12-01,574,,173.4,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (748 dies). Historial previ de 1615 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
8074,Valladolid,Bioseguridad,fugat,1.0,1667.34,8373.13,0.0,388,9,2025-12-01,240,,147.2,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (388 dies). Historial previ de 1713 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000080267,A Coruña,Bioseguridad,fugat,1.0,1667.34,2385.29,0.0,1328,5,2025-12-01,1241,,86.8,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1328 dies). Historial previ de 1762 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
40220,Madrid,Bioseguridad,fugat,1.0,1667.34,2542.64,0.0,1273,4,2025-12-01,1178,,94.5,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1273 dies). Historial previ de 1651 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000079985,Barcelona,Bioseguridad,fugat,1.0,1667.34,6390.76,0.0,662,7,2025-12-01,503,,158.4,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (662 dies). Historial previ de 1771 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000073093,Madrid,Bioseguridad,fugat,1.0,1667.34,3119.4,0.0,759,6,2025-12-01,588,,171.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (759 dies). Historial previ de 1785 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
7698,Sevilla,Bioseguridad,fugat,0.561,1667.34,935.95,731.39,1417,3,2025-12-01,1299,,117.7,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1417 dies). Historial previ de 1770 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
21872,Badajoz,Bioseguridad,fugat,1.0,1667.34,3870.93,0.0,762,6,2025-12-01,648,,113.2,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (762 dies). Historial previ de 1441 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
36492,Navarra,Bioseguridad,fugat,1.0,1667.34,2310.4,0.0,1377,10,2025-12-01,1335,,41.1,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1377 dies). Historial previ de 1788 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
34537,Sta.Cruz Tenerife,Bioseguridad,fugat,1.0,1667.34,3323.82,0.0,1147,4,2025-12-01,987,,159.5,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1147 dies). Historial previ de 1785 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
4748,Madrid,Bioseguridad,fugat,1.0,1667.34,2134.72,0.0,454,4,2025-12-01,370,,83.8,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (454 dies). Historial previ de 789 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
25416,Cáceres,Bioseguridad,fugat,0.648,1667.34,1080.66,586.68,1440,3,2025-12-01,1333,,107.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1440 dies). Historial previ de 1761 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000080760,Sta.Cruz Tenerife,Bioseguridad,fugat,1.0,1667.34,3991.08,0.0,537,10,2025-12-01,421,,115.2,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (537 dies). Historial previ de 1689 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
5154,Jaén,Bioseguridad,fugat,1.0,1667.34,3519.49,0.0,1040,4,2025-12-01,863,,177.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1040 dies). Historial previ de 1748 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000079582,Madrid,Bioseguridad,fugat,1.0,1667.34,4831.32,0.0,573,9,2025-12-01,450,,123.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (573 dies). Historial previ de 1680 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
376,Soria,Bioseguridad,fugat,1.0,1667.34,3322.05,0.0,733,6,2025-12-01,563,,169.2,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (733 dies). Historial previ de 1748 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
26067,Salamanca,Bioseguridad,fugat,1.0,1667.34,2772.53,0.0,1137,4,2025-12-01,998,,138.5,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1137 dies). Historial previ de 1691 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000082454,Pontevedra,Bioseguridad,fugat,1.0,1667.34,3687.82,0.0,586,6,2025-12-01,469,,116.8,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (586 dies). Historial previ de 1287 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
10457,Vizcaya,Bioseguridad,fugat,1.0,1667.34,6207.71,0.0,864,5,2025-12-01,691,,172.4,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (864 dies). Historial previ de 1726 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
29150,Madrid,Bioseguridad,fugat,1.0,1667.34,1760.66,0.0,815,3,2025-12-01,499,,316.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (815 dies). Historial previ de 1763 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
29402,A Coruña,Bioseguridad,fugat,0.875,1667.34,1459.57,207.77,1043,3,2025-12-01,829,,213.7,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1043 dies). Historial previ de 1684 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000076689,Madrid,Bioseguridad,fugat,1.0,1667.34,5695.02,0.0,497,14,2025-12-01,411,,85.4,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (497 dies). Historial previ de 1693 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000081331,Madrid,Bioseguridad,fugat,1.0,1667.34,6655.05,0.0,888,19,2025-12-01,842,,46.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (888 dies). Historial previ de 1762 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000078813,Zaragoza,Bioseguridad,fugat,0.702,1667.34,1170.41,496.93,460,2,2025-12-01,237,,223.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (460 dies). Historial previ de 906 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000078114,Lugo,Bioseguridad,fugat,0.968,1667.34,1613.66,53.68,731,3,2025-12-01,417,,313.7,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (731 dies). Historial previ de 1672 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000081437,Valladolid,Bioseguridad,fugat,1.0,1667.34,3167.9,0.0,748,4,2025-12-01,538,,209.2,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (748 dies). Historial previ de 1585 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000075402,Madrid,Bioseguridad,fugat,1.0,1667.34,2521.16,0.0,1463,3,2025-12-01,1359,,103.7,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1463 dies). Historial previ de 1774 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000082578,Sta.Cruz Tenerife,Bioseguridad,fugat,1.0,1667.34,7876.95,0.0,427,6,2025-12-01,294,,132.8,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (427 dies). Historial previ de 1224 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
29943,Sta.Cruz Tenerife,Bioseguridad,fugat,1.0,1667.34,4880.09,0.0,522,5,2025-12-01,350,,171.2,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (522 dies). Historial previ de 1378 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
30209,Almería,Bioseguridad,fugat,1.0,1667.34,7397.57,0.0,822,6,2025-12-01,664,,157.5,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (822 dies). Historial previ de 1767 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000081855,Navarra,Bioseguridad,fugat,0.511,1667.34,851.2,816.14,718,2,2025-12-01,567,,150.5,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (718 dies). Historial previ de 1019 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000042752,Madrid,Bioseguridad,fugat,0.302,1667.34,504.03,1163.31,1012,4,2025-12-01,844,,168.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1012 dies). Historial previ de 1684 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000078013,Valencia,Bioseguridad,fugat,0.479,1667.34,798.59,868.75,622,1,2025-12-01,371,,251.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (622 dies). Historial previ de 873 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
41635,Albacete,Bioseguridad,fugat,1.0,1667.34,5038.98,0.0,972,14,2025-12-01,914,,58.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (972 dies). Historial previ de 1784 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000042620,Granada,Bioseguridad,fugat,1.0,1667.34,3911.65,0.0,413,8,2025-12-01,258,,154.6,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (413 dies). Historial previ de 1650 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000074620,Almería,Bioseguridad,fugat,1.0,1667.34,4092.1,0.0,370,7,2025-12-01,189,,180.1,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (370 dies). Historial previ de 1631 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000076681,Sevilla,Bioseguridad,fugat,1.0,1667.34,7714.21,0.0,495,23,2025-12-01,438,,56.4,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (495 dies). Historial previ de 1792 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000082400,Barcelona,Bioseguridad,fugat,0.999,1667.34,1666.12,1.22,867,4,2025-12-01,739,,127.8,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (867 dies). Historial previ de 1378 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000076778,Zaragoza,Bioseguridad,fugat,0.886,1667.34,1476.6,190.74,1495,3,2025-12-01,1436,,58.3,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1495 dies). Historial previ de 1670 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
14608,Almería,Bioseguridad,fugat,1.0,1667.34,3622.56,0.0,1082,7,2025-12-01,995,,86.1,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1082 dies). Historial previ de 1685 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
12525,Girona,Bioseguridad,fugat,0.799,1667.34,1331.42,335.92,1446,3,2025-12-01,1377,,68.3,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1446 dies). Historial previ de 1651 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
28892,Madrid,Bioseguridad,fugat,0.461,1667.34,768.33,899.01,1012,3,2025-12-01,834,,178.0,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1012 dies). Historial previ de 1546 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
21053,Guadalajara,Bioseguridad,fugat,1.0,1667.34,4412.89,0.0,783,10,2025-12-01,687,,95.7,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (783 dies). Historial previ de 1740 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000081208,Asturias,Bioseguridad,fugat,1.0,1667.34,6394.87,0.0,676,22,2025-12-01,625,,50.4,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (676 dies). Historial previ de 1785 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000076218,Málaga,Bioseguridad,fugat,1.0,1667.34,5519.36,0.0,483,17,2025-12-01,416,,66.6,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (483 dies). Historial previ de 1615 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
10124,Sevilla,Bioseguridad,fugat,0.782,1667.34,1304.04,363.3,1337,4,2025-12-01,1241,,95.8,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (1337 dies). Historial previ de 1720 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
7549,Sevilla,Bioseguridad,fugat,1.0,1667.34,6533.05,0.0,384,12,2025-12-01,271,,112.1,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (384 dies). Historial previ de 1729 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
13297,Barcelona,Bioseguridad,fugat,1.0,1667.34,3688.55,0.0,454,6,2025-12-01,242,,211.3,,,fugat,,delegat,mitjana,200.08,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (454 dies). Historial previ de 1722 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
