Id_Cliente,Familia_Potencial,any_mes,euros_venuts,num_pedidos,unitats,en_campana,anyo,mes,euros_12m,euros_3m,Potencial_EUR,share_12m,share_3m_annualized,gap_eur,cicle_mig_dies,cicle_std_dies,num_intervals,data_ultim_pedido,data_primer_pedido,dies_sense_compra,dies_historial,tendencia_negativa,segment,segment_anterior
5604,Anestesia,2025-10,708.7,1,6,0,2025,10,8163.07,2105.44,4546.72,1.0,1.0,0.0,187.66666666666666,57.66955676765496,9,2025-10-31,2021-03-17,31,1720,False,fidel,
5628,Anestesia,2025-05,1124.8400000000001,1,15,0,2025,5,7814.38,3163.3,2223.12,1.0,1.0,0.0,212.0,58.24578464207885,7,2025-05-08,2021-04-15,207,1691,False,fidel,
5665,Anestesia,2025-01,1720.09,1,20,0,2025,1,6863.51,3143.3599999999997,2223.12,1.0,1.0,0.0,304.5,151.86589478879054,4,2025-01-23,2021-09-23,312,1530,False,fidel,
5665,Bioseguridad,2025-09,2002.69,1,48,0,2025,9,16709.75,3592.7799999999997,1086.44,1.0,1.0,0.0,138.75,92.93467687933641,12,2025-09-29,2021-03-09,63,1728,False,fidel,
5686,Anestesia,2025-10,517.47,1,6,0,2025,10,9816.35,2198.87,2223.12,1.0,1.0,0.0,139.33333333333334,73.5360833574617,12,2025-10-08,2021-03-11,54,1726,False,fidel,
5686,Bioseguridad,2025-03,0.0,1,1,0,2025,3,0.0,0.0,1086.44,0.0,0.0,1086.44,,,0,2025-03-28,2025-03-28,248,248,False,perdut,
5696,Anestesia,2024-03,326.56,1,2,0,2024,3,1428.82,1428.82,1802.36,0.7927495062029783,1.0,373.53999999999996,436.0,327.0,2,2024-03-19,2021-10-29,622,1494,False,fugat,
5718,Anestesia,2025-09,1280.8,1,18,0,2025,9,7297.43,3518.46,2223.12,1.0,1.0,0.0,257.8333333333333,152.7126022595676,6,2025-09-05,2021-06-11,87,1634,False,fidel,
5728,Bioseguridad,2025-02,477.03,1,12,0,2025,2,1732.52,1372.3,1667.34,1.0,1.0,0.0,483.3333333333333,239.00116224729024,3,2025-02-20,2021-03-03,284,1734,False,fidel,
5748,Anestesia,2025-12,1160.74,1,15,0,2025,12,7595.969999999999,3370.8900000000003,2223.12,1.0,1.0,0.0,244.85714285714286,92.32307956523204,7,2025-12-01,2021-03-23,0,1714,False,fidel,
5748,Bioseguridad,2024-01,825.69,1,9,0,2024,1,825.69,825.69,1086.44,0.7599959500754758,1.0,260.75,,,0,2024-01-16,2024-01-16,685,685,False,fugat,
5757,Anestesia,2025-10,1415.36,1,10,0,2025,10,11129.43,5601.67,2223.12,1.0,1.0,0.0,150.7,90.8900984706255,10,2025-10-16,2021-08-31,46,1553,False,fidel,
5769,Anestesia,2025-09,484.63,1,6,0,2025,9,3417.92,1201.58,2223.12,1.0,1.0,0.0,270.6666666666667,139.53334925943528,6,2025-09-04,2021-03-25,88,1712,False,fidel,
5769,Bioseguridad,2024-09,926.02,1,24,0,2024,9,4444.71,3364.0499999999997,1086.44,1.0,1.0,0.0,255.75,230.70692989158346,4,2024-09-05,2021-11-17,452,1475,False,fugat,
5776,Anestesia,2025-04,1026.28,1,15,0,2025,4,2022.67,2022.67,2223.12,0.9098339270934543,1.0,200.44999999999982,426.0,0.0,1,2025-04-03,2024-02-02,242,668,False,fidel,
5776,Bioseguridad,2023-11,302.35,1,3,0,2023,11,302.35,302.35,1086.44,0.2782942454254262,1.0,784.09,,,0,2023-11-17,2023-11-17,745,745,False,fugat,
5784,Anestesia,2025-06,1535.49,1,16,0,2025,6,2911.56,2911.56,4546.72,0.6403649224056023,1.0,1635.1600000000003,249.0,0.0,1,2025-06-03,2024-09-27,181,430,False,promiscu,
5784,Bioseguridad,2024-09,848.87,1,24,0,2024,9,1871.1599999999999,1871.1599999999999,2223.12,0.8416819604879628,1.0,351.96000000000004,248.0,0.0,1,2024-09-27,2024-01-23,430,678,False,fugat,
5802,Anestesia,2025-06,999.4000000000001,1,15,0,2025,6,5984.55,2592.7,2223.12,1.0,1.0,0.0,229.28571428571428,175.12176521797974,7,2025-06-27,2021-02-03,157,1762,False,fidel,
5802,Bioseguridad,2025-02,729.11,1,9,0,2025,2,1114.95,1114.95,1086.44,1.0,1.0,0.0,112.0,0.0,1,2025-02-12,2024-10-23,292,404,False,fidel,
5842,Anestesia,2025-11,1328.7900000000002,1,15,0,2025,11,13787.220000000001,3947.6500000000005,3410.04,1.0,1.0,0.0,167.6,23.66516427156169,10,2025-11-21,2021-04-20,10,1686,False,fidel,
5853,Anestesia,2025-11,439.79,1,6,0,2025,11,5539.71,1319.3700000000001,3410.04,1.0,1.0,0.0,97.94117647058823,112.16032148787278,17,2025-11-11,2021-04-21,20,1685,False,fidel,
5860,Anestesia,2025-06,384.84,1,7,0,2025,6,2461.58,1230.3799999999999,2223.12,1.0,1.0,0.0,303.2,147.57154197202115,5,2025-06-20,2021-04-26,164,1680,False,fidel,
5871,Anestesia,2025-10,1075.58,1,15,0,2025,10,7469.71,2700.8199999999997,1802.36,1.0,1.0,0.0,173.25,30.670629272970583,8,2025-10-08,2021-12-22,54,1440,False,fidel,
5887,Anestesia,2025-12,754.7,1,9,0,2025,12,12525.08,3623.72,2223.12,1.0,1.0,0.0,89.47368421052632,38.57510571811093,19,2025-12-01,2021-04-06,0,1700,False,fidel,
5887,Bioseguridad,2025-12,795.05,1,24,0,2025,12,5874.339999999999,1590.09,1086.44,1.0,1.0,0.0,47.1578947368421,25.541015843241418,38,2025-12-01,2021-01-04,0,1792,False,fidel,
5908,Anestesia,2025-08,627.47,1,5,0,2025,8,6703.97,3349.3500000000004,2223.12,1.0,1.0,0.0,239.16666666666666,128.2866798316264,6,2025-08-20,2021-09-15,103,1538,False,fidel,
5908,Bioseguridad,2023-10,453.98,1,12,0,2023,10,1613.83,1181.58,1086.44,1.0,1.0,0.0,221.66666666666666,80.23853327561653,3,2023-10-09,2021-12-13,784,1449,False,fugat,
5924,Bioseguridad,2025-11,721.5699999999999,1,15,0,2025,11,6548.5599999999995,1921.6699999999996,1667.34,1.0,1.0,0.0,102.23529411764706,26.371841961510892,17,2025-11-14,2021-02-10,17,1755,False,fidel,
5931,Anestesia,2025-06,531.6700000000001,1,8,0,2025,6,1805.38,1805.38,2223.12,0.8120929144625573,1.0,417.7399999999998,783.5,673.5,2,2025-06-10,2021-02-24,174,1741,False,fidel,
5939,Anestesia,2025-08,274.88,1,5,0,2025,8,5901.9,2250.25,2223.12,1.0,1.0,0.0,267.1666666666667,115.0310344597878,6,2025-08-29,2021-04-09,94,1697,False,fidel,
5939,Bioseguridad,2025-06,397.52,1,12,0,2025,6,3271.47,1758.9899999999998,1086.44,1.0,1.0,0.0,149.8,54.49183425064713,5,2025-06-27,2023-06-09,157,906,False,fidel,
6010,Anestesia,2025-10,552.89,1,7,0,2025,10,7213.37,1637.29,2223.12,1.0,1.0,0.0,66.27272727272727,34.27586192561468,22,2025-10-01,2021-10-04,61,1519,False,fidel,
6010,Bioseguridad,2025-10,1192.57,2,36,0,2025,10,6679.119999999999,2385.1399999999994,1086.44,1.0,1.0,0.0,55.516129032258064,23.906904074659344,31,2025-10-28,2021-02-10,34,1755,False,fidel,
6029,Anestesia,2025-07,1227.93,1,15,0,2025,7,10539.12,3416.5200000000004,4546.72,1.0,1.0,0.0,179.66666666666666,42.081930669693485,9,2025-07-02,2021-01-27,152,1769,False,fidel,
6029,Bioseguridad,2025-10,1005.11,1,21,0,2025,10,6831.11,3342.22,2223.12,1.0,1.0,0.0,220.0,74.66305263362482,7,2025-10-10,2021-07-23,52,1592,False,fidel,
6123,Anestesia,2025-11,1187.04,1,12,0,2025,11,13008.13,3561.13,3410.04,1.0,1.0,0.0,143.66666666666666,85.53102101317133,12,2025-11-19,2021-03-01,12,1736,False,fidel,
6131,Anestesia,2021-02,769.52,1,12,0,2021,2,769.52,769.52,2223.12,0.34614415776026486,1.0,1453.6,,,0,2021-02-01,2021-02-01,1764,1764,False,fugat,
6131,Bioseguridad,2022-05,654.53,2,15,0,2022,5,1519.07,1519.07,1086.44,1.0,1.0,0.0,159.0,168.8214046460539,3,2022-05-24,2021-02-01,1287,1764,False,fugat,
6184,Anestesia,2025-07,944.88,2,16,0,2025,7,3486.74,1546.9099999999999,3410.04,1.0,1.0,0.0,312.2,333.35350605625854,5,2025-07-24,2021-04-15,130,1691,False,fidel,
6208,Anestesia,2025-10,2359.34,3,31,0,2025,10,13811.22,3876.84,9093.44,1.0,1.0,0.0,48.44444444444444,31.516701431713987,36,2025-10-24,2021-01-14,38,1782,False,fidel,
6211,Anestesia,2025-06,109.96,1,2,0,2025,6,7115.82,2236.75,2223.12,1.0,1.0,0.0,116.0,121.8471471669619,11,2025-06-05,2021-12-07,179,1455,False,fidel,
6211,Bioseguridad,2025-06,397.52,1,12,0,2025,6,9262.47,2415.2799999999997,1086.44,1.0,1.0,0.0,85.76470588235294,44.81534586403964,17,2025-06-05,2021-06-08,179,1637,False,fidel,
6213,Anestesia,2023-07,789.28,1,10,0,2023,7,1682.42,1682.42,2223.12,0.7567832595631365,1.0,540.6999999999998,290.0,217.0,2,2023-07-17,2021-12-14,868,1448,False,fugat,
6217,Anestesia,2025-11,647.56,1,7,0,2025,11,6353.530000000001,1869.3,2223.12,1.0,1.0,0.0,101.9375,33.20667995674967,16,2025-11-03,2021-05-17,28,1659,False,fidel,
6217,Bioseguridad,2023-03,302.35,1,3,0,2023,3,591.95,591.95,1086.44,0.5448529141047826,1.0,494.49,341.0,94.0,2,2023-03-30,2021-05-17,977,1659,False,fugat,
6225,Anestesia,2025-11,308.88,1,5,0,2025,11,6198.8,988.41,3410.04,1.0,1.0,0.0,62.25,26.74966621954642,28,2025-11-07,2021-01-29,24,1767,False,fidel,
6253,Anestesia,2025-04,411.34,1,5,0,2025,4,3418.25,1372.4399999999998,1802.36,1.0,1.0,0.0,220.16666666666666,81.16529772972902,6,2025-04-02,2021-08-20,243,1564,False,fidel,
6330,Anestesia,2025-09,311.52,1,5,0,2025,9,3553.7,1105.0,2223.12,1.0,1.0,0.0,211.75,40.508486765121205,8,2025-09-26,2021-02-05,66,1760,False,fidel,
6360,Bioseguridad,2025-11,477.03,1,12,0,2025,11,4781.4,1431.09,1667.34,1.0,1.0,0.0,128.9,38.82383288651444,10,2025-11-25,2022-05-16,6,1295,False,fidel,
6401,Anestesia,2025-10,467.29,1,6,0,2025,10,8960.23,1850.8900000000003,3410.04,1.0,1.0,0.0,155.54545454545453,86.4947330360364,11,2025-10-23,2021-02-15,39,1750,False,fidel,
6421,Anestesia,2025-06,1328.79,1,15,0,2025,6,9571.39,3887.83,2223.12,1.0,1.0,0.0,264.3333333333333,51.06749346589167,6,2025-06-20,2021-02-15,164,1750,False,fidel,
6421,Bioseguridad,2025-10,1123.6100000000001,1,18,0,2025,10,8443.38,2803.75,1086.44,1.0,1.0,0.0,76.86363636363636,34.50862270972741,22,2025-10-03,2021-02-15,59,1750,False,fidel,
6471,Anestesia,2023-05,355.7,1,2,0,2023,5,1513.8,1513.8,2223.12,0.6809349022994711,1.0,709.3199999999999,312.5,80.5,2,2023-05-31,2021-09-13,915,1540,False,fugat,
6476,Anestesia,2025-09,1026.28,1,15,0,2025,9,6131.639999999999,3735.16,2223.12,1.0,1.0,0.0,195.375,114.83459572358845,8,2025-09-05,2021-05-26,87,1650,False,fidel,
6479,Anestesia,2025-04,1063.02,1,10,0,2025,4,3738.29,2636.0299999999997,2223.12,1.0,1.0,0.0,304.75,154.70839505340362,4,2025-04-09,2021-12-07,236,1455,False,fidel,
6479,Bioseguridad,2025-09,397.52,1,12,0,2025,9,2476.63,1153.8500000000001,1086.44,1.0,1.0,0.0,257.8333333333333,198.09460422288697,6,2025-09-03,2021-06-09,89,1636,False,fidel,
6485,Anestesia,2025-09,386.92,1,3,0,2025,9,2039.94,914.5100000000001,2223.12,0.9176022886753752,1.0,183.17999999999984,260.5,105.74300607289985,6,2025-09-26,2021-06-16,66,1629,False,fidel,
6488,Anestesia,2025-05,366.5,1,5,0,2025,5,2350.89,1149.3,2223.12,1.0,1.0,0.0,239.4,119.0808128961169,5,2025-05-15,2022-02-03,200,1397,False,fidel,
6488,Bioseguridad,2025-01,324.05,1,3,0,2025,1,505.76,505.76,1086.44,0.4655204153013512,1.0,580.6800000000001,802.0,0.0,1,2025-01-20,2022-11-10,315,1117,False,promiscu,
6495,Anestesia,2024-11,2322.88,1,37,1,2024,11,10387.79,5559.74,2223.12,1.0,1.0,0.0,257.6,69.81575753366857,5,2024-11-29,2021-05-21,367,1655,False,fugat,
6495,Bioseguridad,2024-05,385.84,1,12,0,2024,5,385.84,385.84,1086.44,0.35514156327086627,1.0,700.6000000000001,,,0,2024-05-23,2024-05-23,557,557,False,fugat,
6553,Anestesia,2025-06,143.56,1,2,0,2025,6,1397.46,711.31,3410.04,0.4098075095893303,0.8343714443232337,2012.58,447.0,199.45091292512717,3,2025-06-06,2021-10-04,178,1519,False,promiscu,
6553,Bioseguridad,2025-06,477.03,1,12,0,2025,6,3058.24,1318.3600000000001,1667.34,1.0,1.0,0.0,191.57142857142858,87.6598248798113,7,2025-06-06,2021-10-04,178,1519,False,fidel,
6585,Bioseguridad,2021-05,360.22,1,12,0,2021,5,1080.66,1080.66,1086.44,0.9946798718751151,1.0,5.779999999999973,67.0,5.0,2,2021-05-19,2021-01-05,1657,1791,False,fugat,
6611,Anestesia,2025-11,366.5,1,4,0,2025,11,7486.55,1123.79,2223.12,1.0,1.0,0.0,147.63636363636363,63.82400905796662,11,2025-11-04,2021-05-25,27,1651,False,fidel,
6611,Bioseguridad,2024-12,351.65,1,6,0,2024,12,1173.35,578.64,1086.44,1.0,1.0,0.0,244.25,129.29883023446112,4,2024-12-03,2022-04-01,363,1340,False,fidel,
6625,Anestesia,2025-09,329.89,1,5,0,2025,9,5597.94,762.8,4546.72,1.0,0.6710771721152831,0.0,113.0,65.46245743426788,15,2025-09-19,2021-01-28,73,1768,True,en_risc,fidel
6642,Anestesia,2025-11,826.79,1,7,0,2025,11,14213.73,3639.42,4546.72,1.0,1.0,0.0,50.542857142857144,23.65265657944803,35,2025-11-12,2021-01-08,19,1788,False,fidel,
6642,Bioseguridad,2023-11,226.99,1,6,0,2023,11,321.57,321.57,2223.12,0.14464806218287812,0.5785922487315125,1901.55,32.0,0.0,1,2023-11-27,2023-10-26,735,767,False,fugat,
6656,Anestesia,2025-10,377.52,1,5,0,2025,10,3458.02,1160.02,2223.12,1.0,1.0,0.0,34.775510204081634,13.127732455895396,49,2025-10-09,2021-02-08,53,1757,False,fidel,
6661,Anestesia,2025-05,659.71,1,10,0,2025,5,5792.52,2576.65,1802.36,1.0,1.0,0.0,249.83333333333334,149.80700547333856,6,2025-05-23,2021-04-15,192,1691,False,fidel,
6666,Anestesia,2025-05,389.39,1,5,0,2025,5,3149.98,1534.8300000000002,2223.12,1.0,1.0,0.0,279.6,149.06454977626302,5,2025-05-14,2021-07-16,201,1599,False,fidel,
6666,Bioseguridad,2025-01,607.59,1,6,0,2025,1,6650.8,1660.3999999999999,1086.44,1.0,1.0,0.0,108.91666666666667,65.53174591159785,12,2025-01-27,2021-06-30,308,1615,False,perdut,
6676,Anestesia,2025-09,1460.32,1,15,0,2025,9,10493.31,4036.09,3410.04,1.0,1.0,0.0,190.66666666666666,108.97706180660222,9,2025-09-16,2021-01-04,76,1792,False,fidel,
6682,Anestesia,2025-07,2254.2799999999997,2,30,0,2025,7,3243.3799999999997,3243.3799999999997,3410.04,0.9511266730009031,1.0,166.6600000000003,585.0,578.0,2,2025-07-30,2022-05-17,124,1294,False,fidel,
6713,Anestesia,2025-11,325.05,1,3,0,2025,11,10065.07,2171.0,2223.12,1.0,1.0,0.0,93.44444444444444,35.830189353892656,18,2025-11-13,2021-04-06,18,1700,False,fidel,
6715,Anestesia,2025-03,1138.0900000000001,1,10,0,2025,3,5804.88,3155.2200000000003,2223.12,1.0,1.0,0.0,295.6,66.62912276174737,5,2025-03-06,2021-02-17,270,1748,False,fidel,
6716,Anestesia,2025-09,439.79,1,6,0,2025,9,1600.4,1600.4,2223.12,0.71988916477743,1.0,622.7199999999998,142.0,14.0,2,2025-09-12,2024-12-02,80,364,False,fidel,
6718,Anestesia,2025-09,905.83,1,6,0,2025,9,5983.65,2544.54,2223.12,1.0,1.0,0.0,171.83333333333334,43.164092587344975,6,2025-09-05,2022-11-09,87,1118,False,fidel,
6731,Bioseguridad,2025-02,413.41,1,12,0,2025,2,3387.33,1342.19,1086.44,1.0,1.0,0.0,206.14285714285714,83.34682883920073,7,2025-02-06,2021-02-24,298,1741,False,fidel,
6742,Anestesia,2025-09,1092.6,1,10,0,2025,9,12292.25,3893.3499999999995,2223.12,1.0,1.0,0.0,151.0,71.92420252662457,11,2025-09-19,2021-03-03,73,1734,False,fidel,
6742,Bioseguridad,2025-09,382.55,1,6,0,2025,9,1197.41,1015.51,1086.44,1.0,1.0,0.0,395.0,404.52523613078415,3,2025-09-19,2022-06-22,73,1258,False,fidel,
6757,Bioseguridad,2025-11,397.52,1,12,0,2025,11,5711.049999999999,1395.09,2223.12,1.0,1.0,0.0,89.4,45.16015943284523,10,2025-11-18,2023-06-08,13,907,False,fidel,
6809,Anestesia,2024-09,356.8,1,5,1,2024,9,3364.68,1451.7800000000002,2223.12,1.0,1.0,0.0,191.14285714285714,139.82788253668824,7,2024-09-12,2021-01-13,445,1783,False,fugat,
6822,Anestesia,2025-09,619.05,1,6,0,2025,9,4048.5299999999997,1988.3400000000001,3410.04,1.0,1.0,0.0,205.14285714285714,84.52291079334402,7,2025-09-18,2021-10-13,74,1510,False,fidel,
6832,Anestesia,2025-10,607.0799999999999,1,6,0,2025,10,5097.55,1570.81,2223.12,1.0,1.0,0.0,189.22222222222223,126.78396128653723,9,2025-10-08,2021-02-08,54,1757,False,fidel,
6832,Bioseguridad,2025-04,149.06,1,3,0,2025,4,149.06,149.06,1086.44,0.13720039762895328,0.5488015905158131,937.3800000000001,,,0,2025-04-11,2025-04-11,234,234,False,perdut,
6928,Anestesia,2025-03,958.8299999999999,1,10,0,2025,3,2062.85,2062.85,2223.12,0.927907625319371,1.0,160.26999999999998,605.0,400.0,2,2025-03-24,2021-11-30,252,1462,False,fidel,
6928,Bioseguridad,2024-06,1172.22,1,20,0,2024,6,2144.15,2144.15,1086.44,1.0,1.0,0.0,918.0,0.0,1,2024-06-05,2021-11-30,544,1462,False,fugat,
6956,Anestesia,2025-02,800.61,1,15,0,2025,2,4041.75,2137.58,2223.12,1.0,1.0,0.0,269.4,84.63474463835759,5,2025-02-14,2021-06-08,290,1637,False,fidel,
6963,Anestesia,2023-09,177.85,1,1,1,2023,9,868.53,523.1899999999999,3410.04,0.25469789210683746,0.6137054110802219,2541.51,243.75,160.11616876505633,4,2023-09-15,2021-01-13,808,1783,False,fugat,
6987,Anestesia,2025-06,533.8,1,5,0,2025,6,2984.0699999999997,1900.86,1802.36,1.0,1.0,0.0,339.5,104.13812942433718,4,2025-06-19,2021-09-30,165,1523,False,fidel,
6990,Anestesia,2025-09,1328.79,1,15,0,2025,9,5897.08,3887.51,3410.04,1.0,1.0,0.0,411.3333333333333,118.31408294122141,3,2025-09-26,2022-05-11,66,1300,False,fidel,
7000,Anestesia,2025-09,799.51,1,10,0,2025,9,8824.35,2100.67,6820.08,1.0,1.0,0.0,48.8235294117647,24.160578718520814,34,2025-09-19,2021-03-04,73,1733,False,fidel,
7000,Bioseguridad,2025-11,1203.88,1,18,0,2025,11,9017.83,2671.8,3334.68,1.0,1.0,0.0,57.096774193548384,33.425270369461366,31,2025-11-25,2021-01-20,6,1776,False,fidel,
7022,Anestesia,2025-09,1328.79,1,15,0,2025,9,7666.379999999999,3908.93,2223.12,1.0,1.0,0.0,295.4,26.881964213948354,5,2025-09-23,2021-09-07,69,1546,False,fidel,
7046,Anestesia,2024-09,258.01,1,3,1,2024,9,1370.6399999999999,1370.6399999999999,1802.36,0.7604696065159013,1.0,431.72,543.5,114.5,2,2024-09-13,2021-09-22,444,1531,False,fugat,
7090,Anestesia,2025-11,1330.29,1,15,1,2025,11,12855.65,3798.8,3410.04,1.0,1.0,0.0,175.7,38.48129415703167,10,2025-11-28,2021-02-05,3,1760,False,fidel,
7094,Anestesia,2025-04,91.63,1,1,0,2025,4,772.45,491.59999999999997,3410.04,0.22652226953349522,0.5766501272712343,2637.59,312.75,199.0268512035499,4,2025-04-08,2021-11-04,237,1488,False,promiscu,
7135,Anestesia,2025-09,659.71,1,10,0,2025,9,8886.01,2449.51,4546.72,1.0,1.0,0.0,92.88888888888889,49.18998191692749,18,2025-09-11,2021-02-12,81,1753,False,fidel,
7135,Bioseguridad,2025-11,477.03,1,12,0,2025,11,10974.23,2721.25,2223.12,1.0,1.0,0.0,45.12820512820513,20.510384470736028,39,2025-11-17,2021-01-22,14,1774,False,fidel,
7186,Anestesia,2025-10,708.7,1,6,0,2025,10,8120.81,3306.05,2223.12,1.0,1.0,0.0,300.8,120.1156109754265,5,2025-10-23,2021-09-10,39,1543,False,fidel,
7186,Bioseguridad,2021-02,287.88,1,3,0,2021,2,287.88,287.88,1086.44,0.2649755163653768,1.0,798.5600000000001,,,0,2021-02-24,2021-02-24,1741,1741,False,fugat,
7192,Anestesia,2025-07,1439.5,1,15,0,2025,7,7877.9,3202.58,2223.12,1.0,1.0,0.0,227.85714285714286,34.535400353130704,7,2025-07-15,2021-03-03,139,1734,False,fidel,
7192,Bioseguridad,2025-09,283.54,1,3,0,2025,9,1547.02,1547.02,1086.44,1.0,1.0,0.0,695.0,251.0,2,2025-09-01,2021-11-11,91,1481,False,fidel,
7213,Anestesia,2024-04,853.99,1,12,0,2024,4,3412.91,2044.87,1802.36,1.0,1.0,0.0,223.75,144.72106792032736,4,2024-04-18,2021-11-05,592,1487,False,fugat,
7228,Anestesia,2025-10,725.21,1,7,0,2025,10,7016.4800000000005,1955.75,2223.12,1.0,1.0,0.0,106.25,50.87668916114727,16,2025-10-28,2021-03-03,34,1734,False,fidel,
7228,Bioseguridad,2025-10,483.06,1,6,0,2025,10,6555.81,2382.8099999999995,1086.44,1.0,1.0,0.0,109.1875,49.28896776916717,16,2025-10-28,2021-01-15,34,1781,False,fidel,
7250,Bioseguridad,2024-02,314.57,1,3,0,2024,2,1925.71,1056.68,1086.44,1.0,1.0,0.0,167.0,78.76547467006087,5,2024-02-15,2021-11-02,655,1490,False,fugat,
7275,Anestesia,2025-10,439.79,1,6,0,2025,10,3296.7599999999998,1369.17,2223.12,1.0,1.0,0.0,249.0,54.434757803657554,7,2025-10-14,2021-01-05,48,1791,False,fidel,
7275,Bioseguridad,2025-07,556.53,1,12,0,2025,7,6779.25,1912.09,1086.44,1.0,1.0,0.0,149.0,72.86600404478446,11,2025-07-02,2021-01-05,152,1791,False,fidel,
7280,Anestesia,2025-01,1032.06,1,10,0,2025,1,3983.0699999999997,3983.0699999999997,2223.12,1.0,1.0,0.0,574.5,15.5,2,2025-01-08,2021-11-16,327,1476,False,fidel,
7283,Anestesia,2022-09,188.4,1,1,0,2022,9,872.42,872.42,4546.72,0.19187898089171973,0.7675159235668789,3674.3,164.5,40.5,2,2022-09-13,2021-10-19,1175,1504,False,fugat,
7289,Anestesia,2025-10,579.86,1,5,0,2025,10,6983.78,1691.99,2223.12,1.0,1.0,0.0,121.57142857142857,60.36639827599728,14,2025-10-09,2021-02-10,53,1755,False,fidel,
7289,Bioseguridad,2025-10,397.52,1,12,0,2025,10,3446.06,1109.61,1086.44,1.0,1.0,0.0,175.88888888888889,101.34478492798121,9,2025-10-09,2021-06-09,53,1636,False,fidel,
7295,Anestesia,2025-03,642.29,1,6,0,2025,3,2956.91,2270.76,3410.04,0.8671188607758267,1.0,453.1300000000001,411.0,193.73349392055744,3,2025-03-05,2021-10-19,271,1504,False,fidel,
7304,Anestesia,2025-11,1234.66,1,15,0,2025,11,12854.45,3374.79,3410.04,1.0,1.0,0.0,150.0,72.21558633072856,11,2025-11-11,2021-05-06,20,1670,False,fidel,
7304,Bioseguridad,2022-03,726.85,1,12,1,2022,3,726.85,726.85,1667.34,0.4359338827113846,1.0,940.4899999999999,,,0,2022-03-25,2022-03-25,1347,1347,False,fugat,
7332,Anestesia,2025-07,147.64,1,1,0,2025,7,3109.49,614.91,2223.12,1.0,1.0,0.0,154.8,57.19405563517943,10,2025-07-03,2021-04-07,151,1699,False,fidel,
7341,Anestesia,2025-06,1107.32,1,10,0,2025,6,12283.759999999998,3222.0199999999995,2223.12,1.0,1.0,0.0,154.8,56.378719389500155,10,2025-06-12,2021-03-17,172,1720,False,fidel,
7341,Bioseguridad,2025-02,504.44,1,9,0,2025,2,882.75,882.75,1086.44,0.8125161076543573,1.0,203.69000000000005,510.0,0.0,1,2025-02-11,2023-09-20,293,803,False,fidel,
7346,Anestesia,2025-11,1139.51,1,16,1,2025,11,14824.559999999998,3800.0699999999997,3410.04,1.0,1.0,0.0,104.625,40.24902949140513,16,2025-11-28,2021-04-29,3,1677,False,fidel,
7346,Bioseguridad,2025-11,477.03,1,12,1,2025,11,11266.14,3254.6099999999997,1667.34,1.0,1.0,0.0,92.10526315789474,27.403216747101837,19,2025-11-28,2021-02-12,3,1753,False,fidel,
7356,Anestesia,2024-11,963.76,1,15,0,2024,11,3784.58,2340.31,3410.04,1.0,1.0,0.0,327.25,96.4452564929971,4,2024-11-08,2021-04-09,388,1697,False,fugat,
7356,Bioseguridad,2025-04,298.14,1,9,0,2025,4,2712.77,587.52,1667.34,1.0,1.0,0.0,145.4,58.213744081617016,10,2025-04-02,2021-04-09,243,1697,False,fidel,
7362,Bioseguridad,2025-03,850.63,1,9,0,2025,3,4534.52,2030.2400000000002,1667.34,1.0,1.0,0.0,93.77777777777777,123.34574512120867,9,2025-03-14,2022-11-21,262,1106,False,perdut,
7372,Anestesia,2025-10,430.67999999999995,1,4,0,2025,10,2587.01,1484.75,2223.12,1.0,1.0,0.0,370.0,164.8256654771944,4,2025-10-06,2021-09-17,56,1536,False,fidel,
7410,Anestesia,2025-11,504.6,1,6,1,2025,11,5794.5,1548.2599999999998,1802.36,1.0,1.0,0.0,89.3,36.641642976264045,20,2025-11-28,2021-01-07,3,1789,False,fidel,
7410,Bioseguridad,2024-04,385.84,1,12,0,2024,4,2979.34,1682.59,879.2,1.0,1.0,0.0,166.0,350.3683775685243,7,2024-04-19,2021-02-12,591,1753,False,fugat,
7412,Anestesia,2025-10,198.54,1,3,0,2025,10,4546.42,760.5399999999997,3410.04,1.0,0.8921185675241343,0.0,68.92,44.43504922918393,25,2025-10-10,2021-01-21,52,1775,False,fidel,
7412,Bioseguridad,2023-03,264.55,1,3,0,2023,3,516.44,516.44,1667.34,0.30973886549833873,1.0,1150.8999999999999,679.0,0.0,1,2023-03-09,2021-04-29,998,1677,False,fugat,
7466,Anestesia,2025-11,1084.53,1,15,0,2025,11,11161.86,3056.92,3410.04,1.0,1.0,0.0,117.73333333333333,34.68422632199766,15,2025-11-14,2021-01-13,17,1783,False,fidel,
7469,Anestesia,2025-06,420.79,1,3,0,2025,6,2891.09,2891.09,2223.12,1.0,1.0,0.0,509.5,500.5,2,2025-06-27,2022-09-12,157,1176,False,fidel,
7469,Bioseguridad,2021-12,1079.91,1,24,0,2021,12,1079.91,1079.91,1086.44,0.9939895438312286,1.0,6.529999999999973,,,0,2021-12-17,2021-12-17,1445,1445,False,fugat,
7475,Anestesia,2025-05,821.05,1,10,0,2025,5,3031.99,2359.31,3410.04,0.8891361978158614,1.0,378.0500000000002,360.6666666666667,356.1332459752794,3,2025-05-09,2022-05-23,206,1288,False,fidel,
7484,Anestesia,2025-05,861.37,1,10,0,2025,5,8105.46,2717.96,2223.12,1.0,1.0,0.0,119.25,48.732475482645725,12,2025-05-16,2021-06-15,199,1630,False,fidel,
